polarity,word_clean,word_preprocessed
-1,ماتت,['مات']
-1,العطش,['عطش']
-1,بس,[]
-1,أجانب,['اجانب']
-1,غبار,['غبار']
-1,حار,[]
-1,متهالك,['متهال']
-1,تهالكت,['تهالك']
-1,غربان,['غربان']
-1,صارمه,['صارم']
-1,منتبهين,['منتبه']
-1,وتمنيت,['تمني']
-1,الامراض,['امراض']
-1,البكتيرياء,['بكتيرياء']
-1,دايم,['دايم']
-1,يطردونا,['يطرد']
-1,تقليص,['تقليص']
-1,مصديه,['مصد']
-1,بالصراصير,['صراصير']
-1,المادي,['ماد']
-1,النظر,['نظر']
-1,بيض,['بيض']
-1,نسيت,['نسي']
-1,يخز,['يخز']
-1,تجبرني,['تجبر']
-1,لا تحوي,['تحو']
-1,ما ادخل,['ادخل']
-1,موسيقه,['موسيق']
-1,تفاجئت,['تفاجء']
-1,مالحقنا,['مالحق']
-1,كفائتهم,['كفاء']
-1,منكرات,['منكرا']
-1,لابد,['لابد']
-1,بطيئه,['طيء']
-1,ينظفون,['ينظف']
-1,غرقانين,['غرقان']
-1,الحر,['الحر']
-1,لا يعقل,['يعقل']
-1,دخان,['دخان']
-1,ليس,[]
-1,لا تؤهله,['توهل']
-1,غيرت,['غير']
-1,مغلقه,['مغلق']
-1,مجهول,['مجهول']
-1,جنبها,['جنب']
-1,تستثمر,['استثمر']
-1,نطمح,['نطمح']
-1,ذيك,['ذيك']
-1,جراد,['جراد']
-1,ذباب,['ذباب']
-1,مؤذيه,['موذ']
-1,الحلاوه,['حلاوه']
-1,وجود,['جود']
-1,فئران,['يران']
-1,بالحشرات,['حشر']
-1,وعر,['وعر']
-1,الرجاء,['رجاء']
-1,مواقف,['مواقف']
-1,مسكره,['مسكر']
-1,مسكرة,['مسكر']
-1,أدب,['ادب']
-1,غريبة,['غريب']
-1,وحده,['وحد']
-1,ظني,['ظن']
-1,لاتطاق,['لاتطاق']
-1,كسولة,['كسول']
-1,شدة,['شدة']
-1,ماهي,['ماه']
-1,ومااحس,['مااحس']
-1,درجه,['درج']
-1,معتنى,['معتني']
-1,معنا,['معنا']
-1,للغاية,['للغا']
-1,حاد,['حاد']
-1,وياليت,['يالي']
-1,للغايه,['غايه']
-1,بزيارتو,['زيارت']
-1,للشحاثة,['شحاث']
-1,حطة,['حطة']
-1,تعجب,['تعجب']
-1,سبق,['سبق']
-1,لاتنظف,['لاتنظف']
-1,مخيفه,['مخيف']
-1,مايشيل,['مايشيل']
-1,مقارنة,['مقارن']
-1,مندثرة,['مندثر']
-1,لاتستحو,['لاتستح']
-1,تتسكر,['تتسكر']
-1,ضحكه,['ضحك']
-1,وخوف,['خوف']
-1,مطحلبه,['مطحلب']
-1,اشواك,['اشو']
-1,الشوك,['شوك']
-1,لايظهر,['لايظهر']
-1,صحراوي,['صحراو']
-1,تمرض,['تمرض']
-1,غلطه,['غلط']
-1,الكآبه,['كابه']
-2,عيبها,['عيب']
-2,يعيبها,['يعيب']
-2,عيب,['عيب']
-2,تحتاج,['تحتاج']
-2,غير,[]
-2,ماينفع,['ماينفع']
-2,ماتنفع,['ماتنفع']
-2,لايوجد,['لايوجد']
-2,ياليت,['يالي']
-2,مستهترين,['مستهتر']
-2,مستهتره,['مستهتر']
-2,مستهتر,['مستهتر']
-2,يفترض,['يفترض']
-2,اسوا,['اسو']
-2,تبتلش,['تبتلش']
-2,تبلش,['تبلش']
-2,تتوهق,['تتوهق']
-2,انتحال,['انتحال']
-2,تضيع,['تضيع']
-2,منفسه,['منفس']
-2,حاجة,['حاج']
-2,حاجه,['حاج']
-2,مليان,['مليان']
-2,تقهر,['تقهر']
-2,يقهر,['يقهر']
-2,مالحقت,['مالحق']
-2,ماكفانا,['ماكف']
-2,ماكفتنا,['ماكف']
-2,همج,['همج']
-2,همجي,['همج']
-2,همجيين,['همجي']
-2,اسلوب,['اسلوب']
-2,تفتقر,['تفتقر']
-2,تفتقد,['تفتقد']
-2,عيبه,['عيب']
-2,سيئ,['سيء']
-2,لاتعليق,['لاتعليق']
-2,هريانه,['هريان']
-2,بائس,['بايس']
-2,طعوس,['طعوس']
-2,طعس,['طعس']
-2,الغالي,['غال']
-2,اغلي,['اغل']
-2,افسدت,['افسد']
-2,شح,['شح']
-2,دايخ,['دايخ']
-2,اسف,['اسف']
-2,اسفه,['اسف']
-2,نجمتين,['نجمت']
-2,لغلاء,['لغلاء']
-2,فوضى,['وضي']
-2,يتسحي,['يتسح']
-2,تستحي,['تستح']
-2,مايستحق,['مايستحق']
-2,مزعج,['مزعج']
-2,مزعجه,['مزعج']
-2,مزعجين,['مزعج']
-2,ضيق,['ضيق']
-2,صغر,['صغر']
-2,مااشوفه,['مااشوف']
-2,مايسوي,['مايسو']
-2,ولاشي,['لاش']
-2,نفتك,['نفت']
-2,هبل,['هبل']
-2,اهبل,['اهبل']
-2,مخجل,['مخجل']
-2,زحمة,['زحم']
-2,يخربون,['يخرب']
-2,مقلب,['مقلب']
-2,مليت,['ملي']
-2,مملة,['ممل']
-2,الازم,['ازم']
-2,خروف,['خروف']
-2,متخلف,['متخلف']
-2,متخلفة,['متخلف']
-2,رخم,['رخم']
-2,رخامة,['رخام']
-2,غالي,['غال']
-2,غالية,['غال']
-2,زهقت,['زهق']
-2,زهق,['زهق']
-2,حاقد,['حاقد']
-2,حاقدة,['حاقد']
-2,التكرار,['تكرار']
-2,مايهتم,['مايه']
-2,ازعاج,['ازعاج']
-2,اسخف,['اسخف']
-2,تدخين,['تدخين']
-2,مدخنين,['مدخن']
-2,رخمة,['رخم']
-2,سطحي,['سطح']
-2,سطحية,['سطح']
-2,نفسة,['نفس']
-2,نفسه,['نفس']
-2,صجة,['صجة']
-2,ضجة,['ضجة']
-2,قرف,['قرف']
-2,بالغلط,['غلط']
-2,غلطانين,['غلطان']
-2,تجنب,['تجنب']
-2,حشرات,['حشرا']
-2,ضيقة,['ضيق']
-2,كئيب,['كييب']
-2,كابه,['كاب']
-2,عتبي,['عتب']
-2,يمنع,['يمنع']
-2,يكرهون,['يكره']
-2,يكره,['يكر']
-2,يكرهك,['يكر']
-2,ابوكلب,['ابوكلب']
-2,ناقصه,['ناقص']
-2,غثيث,['غثيث']
-2,ماكان,['ماكان']
-2,ضاع,['ضاع']
-2,حوسه,['حوس']
-2,الازعاج,['ازعاج']
-2,فوضويه,['وضو']
-2,الوساخة,['وساخ']
-2,تقفلونه,['تقفل']
-2,اطب,['اطب']
-2,الخطأ,['خطء']
-2,همهم,['همهم']
-2,لايمت,['لايم']
-2,يعاب,['يعاب']
-2,دشره,['دشر']
-2,أموال,['اموال']
-2,مهمله,['مهمل']
-2,واسطه,['واسط']
-2,توسط,['توسط']
-2,ضوضاء,['ضوضاء']
-2,ممله,['ممل']
-2,يؤذي,['يوذ']
-2,يجبرونك,['يجبر']
-2,سرقات,['سرقا']
-2,داعي,['داع']
-2,ماله,['مال']
-2,ننصدم,['ننصدم']
-2,نصب,['نصب']
-2,مستحيل,['مستحيل']
-2,غلطت,['غلط']
-2,ننتظر,['ننتظر']
-2,ضيعت,['ضيع']
-2,جرف,['جرف']
-2,القهر,['قهر']
-2,يقهرون,['يقهر']
-2,مهمل,['مهمل']
-2,فضيع,['ضيع']
-2,فوضوية,['وضو']
-2,الابتذال,['ابتذال']
-2,المبالغات,['مبالغ']
-2,قلت,['قلت']
-2,تتقلص,['تتقلص']
-2,زحام,['زحام']
-2,عشوائية,['عشواء']
-2,ماجازلي,['ماجازل']
-2,بالعقول,['عقول']
-2,فساد,['ساد']
-2,سذاجه,['سذاج']
-2,مزدحمة,['مزدحم']
-2,بطيئ,['طيء']
-2,ماحبينا,['ماحب']
-2,بذاك,['بذا']
-2,اتوقعته,['اتوقع']
-2,ساذج,['ساذج']
-2,ساذجه,['ساذج']
-2,فشل,['فشل']
-2,لايليق,['لايليق']
-2,عيبهم,['عيب']
-2,الغبية,['الغب']
-2,المخالفين,['مخالف']
-2,السائبة,['سايب']
-2,معيبا,['معيب']
-2,مرعب,['مرعب']
-2,مرعبة,['مرعب']
-2,قذر,['قذر']
-2,جنون,['جنون']
-2,احباط,['احباط']
-2,تفشلتوا,['تفشلت']
-2,سوداء,['سوداء']
-2,حسره,['حسر']
-2,نكبه,['نكب']
-2,نكره,['نكر']
-2,كريه,['كري']
-2,اوجاع,['اوجاع']
-2,كريهه,['كري']
-2,مرض,['مرض']
-2,تأخير,['تاخير']
-2,تدهور,['تدهور']
-2,قاسي,['قاس']
-2,قاسيه,['قاس']
-2,مايشجع,['مايشجع']
-2,بثاره,['ثار']
-2,مليق,['مليق']
-2,مبزره,['مبزر']
-2,الضغط,['ضغط']
-2,مضروب,['مضروب']
-2,ضئيل,['ضييل']
-2,الموسيقى,['موسيقي']
-2,مزعجة,['مزعج']
-2,نتعب,['نتعب']
-2,ليست,[]
-2,مهدمة,['مهدم']
-2,كسول,['كسول']
-2,كسوله,['كسول']
-2,مهجورة,['مهجور']
-2,ناقصها,['ناقص']
-2,زعلنا,['زعل']
-2,خربوه,['خرب']
-2,الاهمال,['اهمال']
-2,ياكريه,['ياكر']
-2,للسقوط,['سقوط']
-2,مارحمت,['مارحم']
-2,يبغالها,['يبغال']
-2,وع,['وع']
-2,سخيفه,['سخيف']
-2,صعوبتها,['صعوب']
-2,رايحه,['رايح']
-2,قلق,['قلق']
-2,تغضب,['تغضب']
-2,بس لو,[]
-2,هدم,['هدم']
-2,مكلف,['مكلف']
-2,كثيره,['كثير']
-2,يحسفك,['يحسف']
-2,مجاري,['مجار']
-2,تعب,['تعب']
-2,يحتاج,['يحتاج']
-2,جشع,['جشع']
-2,يستغل,['استغل']
-2,استهبال,['استهبال']
-2,انعدام,['انعدام']
-2,تطعيس,['تطعيس']
-2,ماتساعد,['ماتساعد']
-2,يقلدون,['يقلد']
-2,اعيب,['اعيب']
-2,افتقار,['افتقار']
-2,افتقد,['افتقد']
-2,الطمع,['طمع']
-2,طمع,['طمع']
-2,نوسخ,['نوسخ']
-2,يتزاحم,['يتزاحم']
-2,غلاء,['غلاء']
-2,ماتكون,['ماتك']
-2,مهجور,['مهجور']
-2,ولا تشجع,['تشجع']
-2,معطله,['معطل']
-2,قفلت,['قفل']
-2,يقفلونها,['يقفل']
-2,قاذورات,['قاذورا']
-2,اجبار,['اجبار']
-2,السلبيه,['سلبيه']
-2,مرتفعة,['مرتفع']
-2,المرض,['مرض']
-2,مريضه,['مريض']
-2,العام,['عام']
-2,فشله,['فشل']
-2,فشلة,['فشل']
-2,خرابة,['خراب']
-2,غبي,['غب']
-2,مكلفه,['مكلف']
-2,اعاده,['اعاد']
-2,مشكلتي,['مشكلت']
-2,رفض,['رفض']
-2,انتقادي,['انتقاد']
-2,انتقد,['انتقد']
-2,يفتقر,['يفتقر']
-2,شوي,['شو']
-2,لاعاده,['لاعاد']
-2,الاودام,['اودام']
-2,خاطئه,['خاطء']
-2,تعقيد,['تعقيد']
-2,ابشع,['ابشع']
-2,يرحمونا,['يرحم']
-2,عالفاضي,['عالفاض']
-2,انتظار,['انتظار']
-2,الخيبه,['خيبه']
-2,لقدمه,['لقدم']
-2,الجن,['الجن']
-2,موحش,['موحش']
-2,مش,['مش']
-2,متاهه,['متا']
-2,يعيب,['يعيب']
-2,موناوي,['موناو']
-2,ماتستفيد,['ماتستفيد']
-2,لتدقيق,['لتدقيق']
-2,حزنت,['حزن']
-2,المسجونة,['مسجون']
-2,يرمو,['يرمو']
-2,مستاهل,['مستاهل']
-2,إيهام,['ايهام']
-2,ومغلوب,['مغلوب']
-2,لسوئها,['لسوء']
-2,مشوهه,['مشو']
-2,زبالته,['زبال']
-2,مايهتمون,['مايهتم']
-2,التهديدات,['تهديد']
-2,يبيله,['يبيل']
-2,هلكنا,['هلك']
-2,مشكلتها,['مشكل']
-2,شباب,['شباب']
-2,مأساه,['ماس']
-2,مليئه,['مليء']
-2,مزرية,['مزر']
-2,متهالكه,['متهال']
-2,لاترتقي,['لاترتق']
-2,تعورت,['تعور']
-2,النقد,['نقد']
-2,اصابات,['اصابا']
-2,تعتقو,['تعتق']
-2,يقفلوا,['يقفل']
-2,مفيش,['مفيش']
-2,لعدم,['لعدم']
-2,عيبة,['عيب']
-2,حساسية,['حساس']
-2,ضحلة,['ضحل']
-2,مستهتمرة,['مستهتمر']
-2,ياساتر,['ياساتر']
-2,للصيانه,['صيانه']
-2,سخيفة,['سخيف']
-2,حسافة,['حساف']
-2,شديده,['شديد']
-2,يلهث,['يلهث']
-2,لنفسك,['لنفس']
-2,ننعزف,['ننعزف']
-2,تعبت,['تعب']
-2,نصيحه,['نصيح']
-2,نصيحة,['نصيح']
-2,موجودة,['موجود']
-2,وتغريم,['تغريم']
-2,ملاحظة,['ملاحظ']
-2,ملاحظه,['ملاحظ']
-2,ومنع,['منع']
-2,يهتمو,['يهتم']
-2,الحراره,['حراره']
-2,الحرارة,['حرار']
-2,يفطر,['يفطر']
-2,ذبحتنا,['ذبح']
-2,يشوي,['يشو']
-2,باتا,['باتا']
-2,عفا,['عفا']
-2,طفيفة,['طفيف']
-2,دبل,['دبل']
-2,لاتكتفي,['لاتكتف']
-2,ماحصلت,['ماحصل']
-2,مااحب,['مااحب']
-2,فشلونا,['فشل']
-2,بالوسخ,['وسخ']
-2,الخايسه,['خايسه']
-2,مخنوق,['مخنوق']
-2,الدشير,['دشير']
-2,مكسرة,['مكسر']
-2,المهملة,['مهمل']
-2,ساقطة,['ساقط']
-2,مقزز,['مقزز']
-2,مكتمه,['مكتم']
-2,ماتنشاف,['ماتنشاف']
-2,عفنة,['عفن']
-2,تقرف,['تقرف']
-2,عيبين,['عيبين']
-2,كنسلنا,['كنسل']
-2,مكتظه,['مكتظ']
-2,صاخبة,['صاخب']
-2,متدني,['متد']
-2,اغاني,['اغا']
-2,منتهية,['منته']
-2,هزلية,['هزل']
-2,لاتلبي,['لاتلب']
-2,معدوم,['معدوم']
-2,مخبوله,['مخبول']
-2,خيبته,['خيب']
-2,يابس,['يابس']
-3,سلبيات,['سلبيا']
-3,سلبي,['سلب']
-3,سلبيه,['سلب']
-3,زحمه,['زحم']
-3,ازدحام,['ازدحام']
-3,لاانصح,['لاانصح']
-3,مزدحم,['مزدحم']
-3,ناقص,['ناقص']
-3,تنقصها,['تنقص']
-3,ينقصه,['ينقص']
-3,خايس,['خايس']
-3,معفنه,['معف']
-3,معفن,['معف']
-3,للاسف,['اسف']
-3,لاتستحق,['لاتستحق']
-3,اكثر,['اكثر']
-3,بطيئين,['طيء']
-3,قله,['قله']
-3,يعاقب,['يعاقب']
-3,عشوائي,['عشواء']
-3,المسيء,['مسيء']
-3,محزن,['محز']
-3,مافيه,['ماف']
-3,مافيها,['ماف']
-3,مي,['مي']
-3,لتكثيف,['لتكثيف']
-3,شين,[]
-3,شينه,['شين']
-3,سخيف,['سخيف']
-3,ممل,['ممل']
-3,غبيه,['غبي']
-3,تجلط,['تجلط']
-3,فاشل,['فاشل']
-3,فاشله,['فاشل']
-3,تجربه,['تجرب']
-3,وسخ,['وسخ']
-3,وسخه,['وسخ']
-3,يلزم,['يلزم']
-3,تافهه,['تاف']
-3,احزني,['احز']
-3,غاليه,['غال']
-3,ملحجه,['ملحج']
-3,مطعسه,['مطعس']
-3,مرتفعه,['مرتفع']
-3,مبالغ,['مبالغ']
-3,ارتفاع,['ارتفاع']
-3,زحمته,['زحم']
-3,تزاحم,['تزاحم']
-3,لن,[]
-3,تفشل,['تفشل']
-3,يفشل,['يفشل']
-3,معازل,['معازل']
-3,صعب,['صعب']
-3,صعوبه,['صعوب']
-3,صعبه,['صعب']
-3,تصلخ,['تصلخ']
-3,خيب,['خيب']
-3,مب,['مب']
-3,يجبرك,['يجبر']
-3,وقح,['وقح']
-3,توقعت,['توقع']
-3,سيء,['سيء']
-3,يخرب,['يخرب']
-3,تخرب,['تخرب']
-3,تكره,['تكر']
-3,تكرهك,['تكر']
-3,زباله,['زبال']
-3,اهمال,['اهمال']
-3,التعب,['تعب']
-3,مشكلتة,['مشكلت']
-3,مقرف,['مقرف']
-3,مقرفه,['مقرف']
-3,مقززه,['مقزز']
-3,مريض,['مريض']
-3,مسكين,['مسكين']
-3,مؤلم,['مولم']
-3,مريضة,['مريض']
-3,ندمان,['ندمان']
-3,ندمانة,['ندمان']
-3,ندمت,['ندم']
-3,حقير,['حقير']
-3,حقيرة,['حقير']
-3,هبالة,['هبال']
-3,بهللة,['هلل']
-3,عبيط,['عبيط']
-3,عبيطة,['عبيط']
-3,سعره,['سعر']
-3,سلبية,['سلب']
-3,يعيبة,['يعيب']
-3,نصابين,['نصاب']
-3,احتيال,['احتيال']
-3,اخس,['اخس']
-3,ارحمونا,['ارحم']
-3,استفزني,['استفز']
-3,استفزاز,['استفزاز']
-3,مستفز,['مستفز']
-3,استظراف,['استظراف']
-3,عاهه,['عاه']
-3,حثاله,['حثال']
-3,سيئة,['سيء']
-3,مهايطي,['مهايط']
-3,مهايطية,['مهايط']
-3,اذلف,['اذلف']
-3,اذلفي,['اذلف']
-3,الزائد,['زايد']
-3,شايف,['شايف']
-3,صداع,['صداع']
-3,بملل,['ملل']
-3,خربانه,['خربان']
-3,خربان,['خربان']
-3,مريره,['مرير']
-3,ياخسارة,['ياخسار']
-3,ثقاله,['ثقال']
-3,انخميت,['انخمي']
-3,ولا,[]
-3,الأسف,['اسف']
-3,اخلاقهم,['اخلاق']
-3,قبيحة,['قبيح']
-3,مخيس,['مخيس']
-3,مروح,['مروح']
-3,ملاحيس,['ملاحيس']
-3,زبال,['زبال']
-3,حرامية,['حرام']
-3,حاشريننا,['حاشر']
-3,مخدرات,['مخدرا']
-3,مشلول,['مشلول']
-3,عدم,['عدم']
-3,يفتقد,['يفتقد']
-3,روائح,['روايح']
-3,ولاعاد,['لاعاد']
-3,يسرقونك,['يسرق']
-3,هدر,['هدر']
-3,الزود,['زود']
-3,عنصريه,['عنصر']
-3,ذاك,[]
-3,حسبي,['حسب']
-3,لهدر,['لهدر']
-3,بلاوي,['لاو']
-3,خانقة,['خانق']
-3,البعد,['بعد']
-3,فلكيه,['فلك']
-3,مسخره,['مسخر']
-3,مضيعه,['مضيع']
-3,متسخ,['متسخ']
-3,مغزلنجيه,['مغزلنج']
-3,مغزلجيه,['مغزلج']
-3,اقرف,['اقرف']
-3,الدجه,['دجه']
-3,المهدرة,['مهدر']
-3,قهر,['قهر']
-3,الزفت,['زفت']
-3,زفت,['زفت']
-3,هماجة,['هماج']
-3,صفر,['صفر']
-3,مغازل,['مغازل']
-3,غجر,['غجر']
-3,الخرطي,['خرط']
-3,استخفاف,['استخفاف']
-3,سئ,['سء']
-3,القذاره,['قذاره']
-3,ولا حاجة,['حاج']
-3,حسافه,['حساف']
-3,ظالمه,['ظالم']
-3,ظالم,['ظالم']
-3,دجه,['دجه']
-3,حزن,['حزن']
-3,قتلنا,['قتل']
-3,اطقطق,['اطقطق']
-3,يغثون,['يغثون']
-3,تبطون,['تبطون']
-3,غثا,['غثا']
-3,تبطي,['تبط']
-3,ندامه,['ندام']
-3,مستحيله,['مستحيل']
-3,كارثة,['كارث']
-3,مخيب,['مخيب']
-3,بايخ,['بايخ']
-3,بايخه,['بايخ']
-3,قل,['قل']
-3,تعبان,['تعبان']
-3,تكرم,['تكرم']
-3,تعيس,['تعيس']
-3,كان,[]
-3,خسران,['خسران']
-3,يرفع,['يرفع']
-3,يجيب,['يجيب']
-3,هياط,['هياط']
-3,متشره,['متشر']
-3,تشره,['تشر']
-3,يشرهون,['يشره']
-3,مازال,[]
-3,تخسي,['تخس']
-3,يخسي,['يخس']
-3,يخسون,['يخسون']
-3,ريحته,['ريح']
-3,دون,[]
-3,باغلاقه,['باغلاق']
-3,التدهور,['تدهور']
-3,حرام,['حرام']
-3,تنقص,['تنقص']
-3,متعجرفه,['متعجرف']
-3,عارمة,['عارم']
-3,عارمه,['عارم']
-3,ضعيف,['ضعيف']
-3,بهرجه,['هرج']
-3,يعيبه,['يعيب']
-3,مرتفع,['مرتفع']
-3,يعتبر,['يعتبر']
-3,خساره,['خسار']
-3,الكبد,['كبد']
-3,تعبانة,['تعبان']
-3,تعبانه,['تعبان']
-3,بلافايده,['لافايد']
-3,الاوساخ,['اوساخ']
-3,وصخ,['وصخ']
-3,صرف,['صرف']
-3,قذاره,['قذار']
-3,بيارات,['يارا']
-3,يلوع,['يلوع']
-3,لاعت,['لاع']
-3,تلوع,['تلوع']
-3,عيوب,['عيوب']
-3,اوسخ,['اوسخ']
-3,قمامه,['قمام']
-3,كييب,['كييب']
-3,افشل,['افشل']
-3,مايعيب,['مايعيب']
-3,مبالغه,['مبالغ']
-3,صدمه,['صدم']
-3,اضعف,['اضعف']
-3,اقتحام,['اقتحام']
-3,تافه,['تاف']
-3,خرابيط,['خرابيط']
-3,دشير,['دشير']
-3,رخيم,['رخيم']
-3,مايحمس,['مايحمس']
-3,ماينبلع,['ماينبلع']
-3,مغشوش,['مغشوش']
-3,هيلق,['هيلق']
-3,ارهاق,['ارهاق']
-3,اهمالها,['اهمال']
-3,بحاجه,['حاج']
-3,ازعجني,['ازعج']
-3,خابت,['خاب']
-3,الظنون,['الظن']
-3,ابعد,['ابعد']
-3,وسخانه,['سخان']
-3,ارحموها,['ارحم']
-3,القمامه,['قمامه']
-3,متسخه,['متسخ']
-3,بالسالب,['سالب']
-3,اتقوا,['اتق']
-3,البهرجه,['بهرجه']
-3,حزين,['حزين']
-3,استغلالين,['استغلال']
-3,ماديين,['مادي']
-3,نفسيه,['نفس']
-3,منفسين,['منفس']
-3,نفسيات,['نفسيا']
-3,الاستغلال,['استغلال']
-3,ماراح,['ماراح']
