polarity,word_clean,word_preprocessed
2,اكثر,['اكثر']
2,متميز,['متميز']
2,متميزه,['متميز']
2,مميزه,['مميز']
2,يستاهل,['استاهل']
2,خيالي,['خيال']
2,ماراح,['ماراح']
2,حمسنا,['حمس']
2,يشرح,['يشرح']
2,روقان,['روقان']
2,شراحه,['شراح']
2,ماتنمل,['ماتنمل']
2,ماتمل,['ماتمل']
2,اثري,['اثر']
2,ماشاء,['ماشاء']
2,تبارك,['تبار']
2,قمه,['قمه']
2,انصحكم,['انصح']
2,حفظهم,['حفظ']
2,غني,['غن']
2,تليق,['تليق']
2,يوضح,['يوضح']
2,بكل,['بكل']
2,يتميز,['يتميز']
2,يثري,['يثر']
2,يرسخ,['يرسخ']
2,تشعر,['تشعر']
2,تراثيه,['تراث']
2,كبيره,['كبير']
2,انطلاقه,['انطلاق']
2,شغف,['شغف']
2,ازدهار,['ازدهار']
2,بهجه,['بهج']
2,يتمني,['يتم']
2,الاستجمام,['استجمام']
2,ذكرني,['ذكر']
2,حبيتها,['حبي']
2,ادمان,['ادمان']
2,رهيبة,['رهيب']
2,وافي,['واف']
2,وافى,['وافي']
2,كبيرة,['كبير']
2,كبير,['كبير']
2,الرائعه,['رايعه']
2,انسجام,['انسجام']
2,لا يوصف,['يوصف']
2,متنوع,['متنوع']
2,متنوعه,['متنوع']
2,مختلفه,['مختلف']
2,احب,['احب']
2,ازين,['ازين']
2,لذيذه,['لذيذ']
2,مغامره,['مغامر']
2,تغيير,['تغيير']
2,مرح,['مرح']
2,بخاطرك,['خاطر']
2,خاطرك,['خاطر']
2,امان,['امان']
2,الروعة,['روع']
2,هدوء,['هدوء']
2,واو,[]
2,نايس,['نايس']
2,متنفس,['متنفس']
2,راحة,['راح']
2,عبقري,['عبقر']
2,عبقرية,['عبقر']
2,جميلة,['جميل']
2,المفضله,['مفضله']
2,الهدوء,['هدوء']
2,انبسط,['انبسط']
2,تستاهل,['استاهل']
2,تفتح,['تفتح']
2,توجد,['توجد']
2,فية,['فية']
2,فيها,[]
2,ماقصرو,['ماقصر']
2,جنان,['جنان']
2,محترفين,['محترف']
2,فنان,['نان']
2,فنانة,['نان']
2,جذري,['جذر']
2,المتوسط,['متوسط']
2,لزيز,['لزيز']
2,مدح,['مدح']
2,مبدع,['مبدع']
2,محظوظة,['محظوظ']
2,كريم,['كريم']
2,مفيدة,['مفيد']
2,مؤثر,['موثر']
2,مؤثرة,['موثر']
2,واقعي,['واقع']
2,واقعية,['واقع']
2,جامدة,['جامد']
2,يجنن,['يجن']
2,يسلام,['يسلام']
2,يمدحون,['يمدح']
2,يمدحونة,['يمدحون']
2,استفدت,['استفد']
2,ثقه,['ثقه']
2,اصلي,['اصل']
2,مصلي,['مصل']
2,موفقه,['موفق']
2,فكرة,['فكر']
2,عجبني,['عجب']
2,إجازة,['اجاز']
2,احبهم,['احب']
2,تشرح,['تشرح']
2,ممتعة,['ممتع']
2,نورا,['نور']
2,باللباقة,['لباق']
2,تبرز,['تبرز']
2,الثمينه,['ثمينه']
2,يفيدك,['يفيد']
2,اعجز,['اعجز']
2,قيمة,['قيم']
2,الطف,['الطف']
2,المستوى,['مستوي']
2,فأنصح,['انصح']
2,الجمال,['جمال']
2,الاعصاب,['اعصاب']
2,يهدي,['يهد']
2,مجهز,['مجهز']
2,موفقة,['موفق']
2,مميزة,['مميز']
2,مستوي,['مستو']
2,طعيم,['طعيم']
2,ماقصروا,['ماقصر']
2,الشكر,['شكر']
2,اخلاق,['اخلاق']
2,يازين,['يازين']
2,سريع,['سريع']
2,راق,['راق']
2,فاخر,['فاخر']
2,استقلالية,['استقلال']
2,مجدد,['مجدد']
2,شراحة,['شراح']
2,شيق,['شيق']
2,مشوق,['مشوق']
2,مشوقة,['مشوق']
2,جديدة,['جديد']
2,ذكاء,['ذكاء']
2,تروحون,['تروح']
2,زاد متعتنا,"['زاد', 'متع']"
2,تستمتع,['استمتع']
2,عقبال,['عقبال']
2,الرائع,['رايع']
2,سعدت,['سعد']
2,لا يفوت,['يفو']
2,خدوم,['خدوم']
2,يفوز,['يفوز']
2,اهنيكم,['اهن']
2,شكرا,['شكر']
2,وشكر,['شكر']
2,تستاهلون,['استاهل']
2,متفوق,['متفوق']
2,امتعني,['امتع']
2,فرح,['فرح']
2,صداره,['صدار']
2,شرفتونا,['شرفت']
2,افتخر,['افتخر']
2,راضين,['راضين']
2,مبروك,['مبر']
2,صدق,['صدق']
2,ملائم,['ملايم']
2,افضله,['افضل']
2,امدح,['امدح']
2,جرب,['جرب']
2,جربوه,['جرب']
2,زين,['زين']
2,توب,['توب']
2,لايقاوم,['لايقاوم']
2,مشهور,['مشهور']
2,مغريه,['مغر']
2,يفوق,['يفوق']
2,تأخذ,['تاخذ']
2,مثله,['مثل']
2,العقل,['عقل']
2,اندهشت,['اندهش']
2,اضافه,['اضاف']
2,اضافوا,['اضاف']
2,ارتب,['ارتب']
2,ضبطوها,['ضبط']
2,تطورت,['تطور']
2,مزاج,['مزاج']
2,الفائدة,['فايد']
2,فله,['فله']
2,فلوها,['فلو']
2,استمتعوا,['استمتع']
2,التغير,['تغير']
2,يحفظنا,['يحفظ']
2,فاقت,['فاق']
2,راحتك,['راح']
2,مليئ,['مليء']
2,الراحه,['راحه']
2,عام,['عام']
2,ربنا,['ربنا']
2,سعيد,['سعيد']
2,سعيده,['سعيد']
2,النفسية,['نفس']
2,تطور,['تطور']
2,رحابه,['رحاب']
2,تحسينه,['تحسين']
2,بنبسط,['نبسط']
2,غايه,['غاي']
2,توقعاتي,['توقعات']
2,حرص,['حرص']
2,عنايه,['عنا']
2,سبحان,[]
2,ولا يمنع,['يمنع']
2,نكررها,['نكرر']
2,معقولة,['معقول']
2,تحسنت,['تحسن']
2,نظيفة,['نظيف']
2,منظمه,['منظم']
2,نجمات,['نجما']
2,عجبتنا,['عجب']
2,انبسطنا,['انبسط']
2,رمزية,['رمز']
2,جيد,['جيد']
2,نزهة,['نزه']
2,يخرفن,['يخرف']
2,تخرفنت,['تخرفن']
2,فاخره,['فاخر']
2,اعجابكم,['اعجاب']
2,فخمه,['فخم']
2,تشكر,['تشكر']
2,مبتكر,['مبتكر']
2,تصميم,['تصميم']
2,رايع,['رايع']
2,لا تمل,['تمل']
2,شامخ,['شامخ']
2,راحه,['راح']
2,تركيز,['تركيز']
2,شرح,['شرح']
2,هاديء,['هاديء']
2,حيل,['حيل']
2,حلم,['حلم']
2,تبعث,['تبعث']
2,تشويق,['تشويق']
2,منخفض,['منخفض']
2,حماسيه,['حماس']
2,تطوع,['تطوع']
2,استثمر,['استثمر']
2,استثمار,['استثمار']
2,مبتسم,['مبتسم']
2,تشوق,['تشوق']
2,عظماء,['عظماء']
2,اندماج,['اندماج']
2,ترسيخ,['ترسيخ']
2,تنعكس,['تنعكس']
2,مترابط,['مترابط']
2,هالابداع,['هالابداع']
2,هالاهتمام,['هالاهتمام']
2,استانس,['استانس']
2,وانجح,['وانجح']
2,انجح,['انجح']
2,يالطيف,['يالطيف']
2,يتامل,['يتامل']
2,يتعاون,['يتعا']
2,لتمشيه,['لتمش']
2,مختصر,['مختصر']
2,عمق,['عمق']
2,وسيع,['سيع']
2,يعجز,['يعجز']
2,عجيبه,['عجيب']
2,مبسوطه,['مبسوط']
2,تفوز,['تفوز']
2,لا تترددون,['تتردد']
2,عاديه,['عاد']
2,وناسه,['ناس']
2,يونس,['يونس']
2,تونس,['تونس']
2,بجداره,['جدار']
2,سمحه,['سمح']
2,متناول,['متناول']
2,مبدعين,['مبدع']
2,لذه,['لذه']
2,ادق,['ادق']
2,اعجبت,['اعجب']
2,محترف,['محترف']
2,كلاس,['كلاس']
2,متوسط,['متوسط']
2,تتنفس,['تتنفس']
2,يشكر,['يشكر']
2,يفتخر به,['يفتخر']
2,يفتخر,['يفتخر']
2,منبرة,['منبر']
2,منبهره,['منبهر']
2,منبهر,['منبهر']
2,اعتز,['اعتز']
2,ماينطفش,['ماينطفش']
2,نمبر,['نمبر']
2,احبه,['احب']
2,مفضل,['مفضل']
2,ولا راح,[]
2,وابهرها,['وابهر']
2,لطفاء,['لطفاء']
2,فرحت,['فرح']
2,الإنجاز,['انجاز']
2,مابعده,['مابعد']
2,مبهره,['مبهر']
2,اتخيل,['اتخيل']
2,الدرجه,['درجه']
2,مخدوم,['مخدوم']
2,استفاده,['استفاد']
2,صعب,['صعب']
2,بصريه,['بصر']
2,وصفه,['وصف']
2,ينال,['ينال']
2,معلومات,['معلوما']
2,المعاني,['معان']
2,منظر,['منظر']
2,خياليه,['خيال']
2,مهدئ,['مهدء']
2,الاطلاله,['اطلاله']
2,دقيقة,['دقيق']
2,الزينه,['زينه']
2,معزوله,['معزول']
2,صاخبه,['صاخب']
2,مايندم,['مايندم']
2,تجبرك,['تجبر']
2,مااجملك,['مااجمل']
2,مايشدني,['مايشد']
2,روعته,['روع']
2,يستحق,['استحق']
2,بارك,['بار']
2,مكان هاديء,"['مكان', 'هاديء']"
2,ما يملل,['يملل']
2,سريعه,['سريع']
2,جاذبه,['جاذب']
2,بديعة,['ديع']
2,بديعه,['ديع']
2,بديع,['ديع']
2,سلسة,['سلس']
2,سلسه,['سلس']
2,سلس,['سلس']
2,النظافه,['نظافه']
2,النظافة,['نظاف']
2,نظافه,['نظاف']
2,مقبولة,['مقبول']
2,أناقة,['اناق']
2,وصارت,['صار']
2,ميزة,['ميز']
2,يمدح,['يمدح']
2,للامانة,['امان']
2,استانست,['استانس']
2,لايمل,['لايمل']
2,تغيرات,['تغيرا']
2,وغني,['وغن']
2,لضمان,['لضمان']
2,سهلة,['سهل']
2,بالنظافة,['نظاف']
2,الذوق,['ذوق']
2,تجربتها,['تجرب']
2,مثير,['مثير']
2,بطله,['بطل']
2,تنسيق,['تنسيق']
2,اللطافه,['لطافه']
2,اللطافة,['لطاف']
2,سأكرر,['اكرر']
2,زهيدة,['زهيد']
2,شاسع,['شاسع']
2,خصوصا,['خصوص']
2,مخصصه,['مخصص']
2,خاصه,['خاص']
2,خاصة,[]
2,يدخلك,['يدخل']
2,شرحهم,['شرح']
2,الأفضل,['افضل']
2,اكرمتنا,['اكرم']
2,ابدعتوا,['ابدعت']
2,الفريده,['فريده']
2,امانه,['امان']
2,امانة,['امان']
2,الطيبين,['طيب']
2,الزكيه,['زكيه']
2,حنين,['حنين']
2,اشجع,['اشجع']
2,يعيد,['يعيد']
2,الأبدي,['ابد']
2,بساطتها,['ساط']
2,واهم,['واهم']
2,لاينسى,['لاينسي']
2,ما تعنيه,['تعن']
2,لا ينتهي,['ينته']
2,خلابه,['خلاب']
2,الامتنان,['امتن']
1,أحببت,['احبب']
1,حسن,['حسن']
1,هرجعلها,['هرجعل']
1,احببته,['احبب']
1,مرتب,['مرتب']
1,مرتبة,['مرتب']
1,متعاون,['متعا']
1,متعاونين,['متعاون']
1,مسموح,['مسموح']
1,مقبوله,['مقبول']
1,يزورها,['يزور']
1,جميله,['جميل']
1,موجود,['موجود']
1,نظافة,['نظاف']
1,نظيف,['نظيف']
1,نظيفه,['نظيف']
1,التفاصيل,['تفاصيل']
1,استمتع,['استمتع']
1,ممتع,['ممتع']
1,يبيلها,['يبيل']
1,ياحلو,['ياحل']
1,حلو,['حلو']
1,تعامل,['تعامل']
1,طيب,['طيب']
1,استانسنا,['استانس']
1,التطوير,['تطوير']
1,تبهج,['تبهج']
1,رفيعه,['رفيع']
1,مناسبه,['مناسب']
1,متواضعه,['متواضع']
1,طاقه,['طاق']
1,ماقصرت,['ماقصر']
1,افضل,['افضل']
1,نشكر,['نشكر']
1,إيجابية,['ايجاب']
1,واسعه,['واسع']
1,مهيئه,['مهيء']
1,يليق,['يليق']
1,رهيب,['رهيب']
1,رهيبه,['رهيب']
1,بشدة,['بشد']
1,تزورونة,['تزورون']
1,نجوم,['نجوم']
1,الطبيعه,['طبيعه']
1,بساطه,['ساط']
1,يساعد,['يساعد']
1,قوي,['قو']
1,اول,['اول']
1,الصدر,['صدر']
1,تندم,['تندم']
1,بسيط,['سيط']
1,مستوحي,['مستوح']
1,عبق,['عبق']
1,عموما,['عموم']
1,وتحمس,['تحمس']
1,كويس,['كويس']
1,تاكيد,['تاكيد']
1,شكله,['شكل']
1,ينفع,['ينفع']
1,جيدجدا,['جيدجد']
1,قصر,['قصر']
1,رقي,['رق']
1,مجاني,['مجا']
1,مكان,['مكان']
1,تمشيه,['تمش']
1,مسلي,['مسل']
1,ومسلي,['مسل']
1,طاقم,['طاقم']
1,لايستغرق,['لايستغرق']
1,ماشدني,['ماشد']
1,النادره,['نادره']
1,متحف,['متحف']
1,الاماكن,['اماك']
1,عتيق,['عتيق']
1,منظم,['منظم']
1,متطور,['متطور']
1,لا تنسي,['تنس']
1,انتباهي,['انتباه']
1,منوعه,['منوع']
1,ملموم,['ملموم']
1,جوده,['جود']
1,اروع,['اروع']
1,أروع,['اروع']
1,تتعنا لها,['تتع']
1,التنظيم,['تنظيم']
1,مناسب,['مناسب']
1,المدح,['مدح']
1,تحياتي,['تحيات']
1,تمام,['تمام']
1,النفس,['نفس']
1,فعلا,['فعل']
1,لطيفين,['لطيف']
1,مجانية,['مجان']
1,مشكور,['مشكور']
1,كيوت,['كيو']
1,قوية,['قو']
1,كول,['كول']
1,محترم,['محترم']
1,ابيض,['ابيض']
1,كويسه,['كويس']
1,صحي,['صح']
1,طيبة,['طيب']
1,طموح,['طموح']
1,ياسلام,['ياسلام']
1,عالي,['عال']
1,خفيف,['خفيف']
1,هقويتي,['هقويت']
1,تضحك,['تضح']
1,كثير,['كثير']
1,اذهلني,['اذهل']
1,فنون,['نون']
1,ازدت,['ازد']
1,يوسع,['يوسع']
1,لايك,['لاي']
1,مدارك,['مدار']
1,وضع,['وضع']
1,نادر,['نادر']
1,أتمنى,['اتمني']
1,معرض,['معرض']
1,ارجع,['ارجع']
1,ثري,['ثر']
1,مليان,['مليان']
1,مجانيه,['مجا']
1,مالفت,['مالف']
1,فاق,['فاق']
1,تصوري,['تصور']
1,مثري,['مثر']
1,تنظيم,['تنظيم']
1,قمة,['قمة']
1,ماعلية,['ماعل']
1,لا تتردد,['تتردد']
1,معقوله,['معقول']
1,والتقدير,['والتقدير']
1,يزيد,['يزيد']
1,مريحه,['مريح']
1,مريحة,['مريح']
1,اهم,['اهم']
1,مرونه,['مرون']
1,مفتوحة,['مفتوح']
1,يجب,['يجب']
1,زيارتها,['زيار']
1,جددت,['جدد']
1,تزوزوة,['تزوزو']
1,اثرية,['اثر']
1,مهذب,['مهذب']
1,تاريخي,['تاريخ']
1,مافي,['ماف']
1,التعليم,['تعليم']
1,الترفيه,['ترفيه']
1,فاهم,['فاهم']
1,فرحه,['فرح']
1,حظ,['حظ']
1,سنظل,['سنظل']
1,فن,['فن']
1,وفق,['وفق']
1,فاز,['فاز']
1,اسهل,['اسهل']
1,قريب,['قريب']
1,حكاية,['حكا']
1,متخصص,['متخصص']
1,مدربين,['مدرب']
1,وفير,['فير']
1,وفيره,['فير']
1,فاتح,['فاتح']
1,بسيطه,['سيط']
1,بدري,['بدر']
1,العافيه,['عافيه']
1,اتغيرت,['اتغير']
1,انظف,['انظف']
1,يعطيهم,['يعط']
1,يقدمون,['يقدم']
1,ملحوظ,['ملحوظ']
1,رمزي,['رمز']
1,ترتيب,['ترتيب']
1,تزوره,['تزور']
1,درجة,['درج']
1,بشكل,['شكل']
1,خلوقين,['خلوق']
1,عاليه,['عال']
1,صدر,['صدر']
1,حضاري,['حضار']
1,منتزه,['منتز']
1,متكامله,['متكامل']
1,صدورهم,['صدور']
1,لاباس,['لاباس']
1,رحابة,['رحاب']
1,متكاملة,['متكامل']
1,حريصة,['حريص']
1,كمامه,['كمام']
1,بكماماتها,['كماما']
1,حريصه,['حريص']
1,شعور,['شعور']
1,حديقه,['حديق']
1,يحبها,['يحب']
1,عصريه,['عصر']
1,سياحيه,['سياح']
1,العائله,['عايله']
1,للأطفال,['اطفال']
1,الأطفال,['اطفال']
1,مناظرها,['مناظر']
1,تغير,['تغير']
1,سوف,[]
1,النواحي,['نواح']
1,مرات,['مرا']
1,محلو,['محلو']
1,سهل,['سهل']
1,سهله,['سهل']
1,جيده,['جيد']
1,الخالق,['خالق']
1,طبيعه,['طبيع']
1,تمتع,['تمتع']
1,الهدى,['هدي']
1,والتقوي,['والتقو']
1,الصلاح,['صلاح']
1,رحمه,['رحم']
1,الملك,['ملك']
1,تاريخ,['تاريخ']
1,سياحي,['سياح']
1,يفتح,['يفتح']
1,عصري,['عصر']
1,طرب,['طرب']
1,يضاهي,['يضاه']
1,طبيعة,['طبيع']
1,فاخرة,['فاخر']
1,منوع,['منوع']
1,نشاطات,['نشاطا']
1,نشاط,['نشاط']
1,قضاء,['قضاء']
1,اصاله,['اصال']
1,تحف,['تحف']
1,ينصح,['ينصح']
1,خيال,['خيال']
1,مقبول,['مقبول']
1,مشرف,['مشرف']
1,مدروس,['مدروس']
1,العريق,['عريق']
1,مسجد,['مسجد']
1,براد,['راد']
1,طبيعته,['طبيع']
1,نظافته,['نظاف']
1,ترميم,['ترميم']
1,الكلمه,['كلمه']
1,بحيره,['حير']
1,جزيل,['جزيل']
1,يستقبل,['استقبل']
1,تجذب,['تجذب']
1,ترفيهيه,['ترفيه']
1,مطور,['مطور']
1,نباها,['نبا']
1,تحمس,['تحمس']
1,عيشونا,['عيش']
1,تنطلق,['تنطلق']
1,جبل,['جبل']
1,يبعث,['يبعث']
1,تفهم,['تفهم']
1,شغوف,['شغوف']
1,يلوق,['يلوق']
1,تكتشف,['تكتشف']
1,مرهف,['مرهف']
1,انتعاش,['انتعاش']
1,تستانس,['استانس']
1,تفتخر,['تفتخر']
1,محظوظ,['محظوظ']
1,انغماس,['انغماس']
1,غريب,['غريب']
1,متفاوت,['متفاو']
1,مبسوط,['مبسوط']
1,انبهر,['انبهر']
1,انتماء,['انتماء']
1,للنفس,['نفس']
1,عريق,['عريق']
1,جيدة,['جيد']
1,تراثي,['تراث']
1,تجديد,['تجديد']
1,السان,['سان']
1,يسعدها,['يسعد']
1,مسليه,['مسل']
1,حماسي,['حماس']
1,التحدي,['تحد']
1,ايزي,['ايز']
1,تفكير,['تفكير']
1,امنه,['امن']
1,امن,['امن']
1,والله,['والل']
1,الله,['الله']
1,تنفع,['تنفع']
1,زينه,['زين']
1,بالاريحيه,['اريحيه']
1,اريحيه,['اريح']
1,خصوصيه,['خصوص']
1,بالتراث,['تراث']
1,كبدايه,['كبدا']
1,سوق,['سوق']
1,اسرع,['اسرع']
1,عملي,['عمل']
1,مترتب,['مترتب']
1,ضخم,['ضخم']
1,سويته,['سوي']
1,التأمل,['تامل']
1,حريه,['حري']
1,ولا خساره,['خسار']
1,ثريه,['ثري']
1,الخدمات,['خدم']
1,استثنائيه,['استثناء']
1,الله يوفقهم,"['الله', 'يوفق']"
1,ذكريات,['ذكريا']
1,طيبه,['طيب']
1,زاد,['زاد']
1,تتكرر,['تتكرر']
1,يوفقهم,['يوفق']
1,ماتخيلته,['ماتخيل']
1,موفقين,['موفق']
1,ينغمس,['ينغمس']
1,الف,['الف']
1,القلب,['قلب']
1,اشكره,['اشكر']
1,ثقافي,['ثقاف']
1,معني,['معن']
1,المتطوعين,['متطوع']
1,موسيقي,['موسيق']
1,هادفه,['هادف']
1,ابعد,['ابعد']
